input_text,target_text
"Day: Monday, Time: 09:00 - 12:00, Score: 79
Hourly: 01(49), 01(42), 02(45), 02(38), 03(41), 03(39), 04(43), 04(48), 05(51), 05(53), 06(58), 06(52), 07(62), 07(69), 08(75), 08(66), 09(76), 09(81), 10(83), 10(74), 11(83), 11(76), 12(69), 12(81), 12(73), 13(73), 13(74), 13(83), 14(75), 14(82), 14(72), 15(71), 15(73), 15(75), 16(67), 16(76), 16(74), 17(61), 17(67), 17(66), 18(60), 18(55), 18(64), 19(60), 19(61), 19(63), 20(67), 20(65), 20(56), 21(59), 21(60), 21(66), 22(57), 22(68), 22(63), 23(51), 23(57), 23(61)
Daily Avg: 63.9, Peak: 10(83)","Monday late morning captures users during coffee break scrolling, with a commanding 79/100 engagement score.
Traceback:
- Peak: 10:00 (83), +30% vs daily avg (63.9)
- vs Afternoon 12:00 - 15:00 (avg 75.8): +4% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 70.0): +13% improvement
- vs Morning 06:00 - 09:00 (avg 63.7): +24% improvement"
"Day: Tuesday, Time: 09:00 - 12:00, Score: 90
Hourly: 01(49), 01(45), 01(49), 02(42), 02(38), 02(47), 03(25), 03(46), 03(43), 03(61), 04(53), 04(62), 04(63), 04(51), 05(66), 05(52), 05(67), 05(58), 06(69), 06(73), 06(76), 06(57), 07(69), 07(65), 07(69), 07(77), 08(79), 08(78), 08(85), 08(74), 09(79), 09(98), 09(88), 09(79), 10(93), 10(81), 10(93), 10(100), 11(79), 11(95), 11(100), 11(95), 12(65), 12(82), 12(63), 12(81), 13(71), 13(73), 13(78), 13(70), 14(83), 14(88), 14(79), 14(83), 15(78), 15(85), 15(79), 15(79), 16(72), 16(69), 16(86), 16(83), 17(73), 17(73), 17(67), 17(84), 18(65), 18(66), 18(68), 18(57), 19(65), 19(60), 19(67), 19(71), 20(61), 20(70), 20(56), 20(76), 21(53), 21(67), 21(64), 21(74), 22(72), 22(62), 22(62), 22(57), 23(59), 23(55), 23(62), 23(56)
Daily Avg: 69.3, Peak: 10(100)","Tuesday's late morning window (09:00 - 12:00) shows strong performance with 90/100, capturing audiences during mid-morning work breaks.
Traceback:
- Peak: 10:00 (100), +44% vs daily avg (69.3)
- vs Late Afternoon 15:00 - 18:00 (avg 77.3): +16% improvement
- vs Afternoon 12:00 - 15:00 (avg 76.3): +18% improvement
- vs Morning 06:00 - 09:00 (avg 72.6): +24% improvement"
"Day: Wednesday, Time: 09:00 - 12:00, Score: 87
Hourly: 01(43), 01(50), 01(52), 01(63), 02(46), 02(53), 02(53), 02(54), 03(30), 03(46), 03(57), 03(46), 04(49), 04(48), 04(61), 04(54), 05(56), 05(61), 05(53), 05(56), 06(63), 06(73), 06(62), 06(66), 07(83), 07(66), 07(82), 07(61), 08(60), 08(88), 08(86), 08(87), 09(88), 09(94), 09(99), 09(74), 10(100), 10(91), 10(70), 10(91), 11(93), 11(68), 11(86), 11(90), 12(64), 12(66), 12(77), 12(77), 13(87), 13(66), 13(57), 13(82), 14(89), 14(87), 14(59), 14(85), 15(86), 15(76), 15(64), 15(81), 16(76), 16(68), 16(78), 16(72), 17(77), 17(64), 17(54), 17(64), 18(54), 18(68), 18(63), 18(63), 19(66), 19(53), 19(63), 19(68), 20(51), 20(63), 20(71), 20(69), 21(45), 21(71), 21(59), 21(64), 22(41), 22(64), 22(59), 22(64), 23(53), 23(62), 23(39), 23(62)
Daily Avg: 66.8, Peak: 10(100)","Wednesday late morning captures users during pre-lunch browsing, with a commanding 87/100 engagement score.
Traceback:
- Peak: 10:00 (100), +50% vs daily avg (66.8)
- vs Afternoon 12:00 - 15:00 (avg 74.7): +16% improvement
- vs Morning 06:00 - 09:00 (avg 73.1): +19% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 71.7): +21% improvement"
"Day: Thursday, Time: 09:00 - 12:00, Score: 76
Hourly: 01(41), 01(45), 01(36), 01(51), 02(36), 02(43), 02(42), 02(47), 03(32), 03(44), 03(29), 03(33), 04(36), 04(63), 04(49), 04(65), 05(51), 05(58), 05(63), 05(57), 06(56), 06(59), 06(63), 06(62), 07(81), 07(52), 07(59), 07(72), 08(76), 08(85), 08(68), 08(60), 09(58), 09(87), 09(98), 09(71), 10(66), 10(93), 10(54), 10(96), 11(85), 11(63), 11(84), 11(56), 12(57), 12(78), 12(56), 12(57), 13(60), 13(56), 13(72), 13(74), 14(89), 14(62), 14(58), 14(83), 15(83), 15(64), 15(60), 15(81), 16(61), 16(71), 16(60), 16(85), 17(77), 17(69), 17(64), 17(74), 18(67), 18(70), 18(64), 19(73), 19(61), 19(68), 20(78), 20(70), 20(63), 21(71), 21(69), 21(59), 22(62), 22(60), 22(62), 23(62), 23(63), 23(51)
Daily Avg: 63.4, Peak: 09(98)","Thursday late morning captures users during mid-morning work breaks, with a commanding 76/100 engagement score.
Traceback:
- Peak: 09:00 (98), +55% vs daily avg (63.4)
- vs Late Afternoon 15:00 - 18:00 (avg 70.8): +7% improvement
- vs Evening 18:00 - 21:00 (avg 68.2): +11% improvement
- vs Afternoon 12:00 - 15:00 (avg 66.8): +14% improvement"
"Day: Friday, Time: 09:00 - 12:00, Score: 83
Hourly: 01(66), 01(50), 01(48), 02(51), 02(53), 02(61), 03(35), 03(37), 03(38), 04(45), 04(55), 04(43), 05(77), 05(73), 05(48), 06(61), 06(47), 06(71), 07(59), 07(65), 07(77), 08(75), 08(75), 08(85), 09(86), 09(79), 09(78), 10(88), 10(93), 10(82), 11(85), 11(70), 11(86), 12(81), 12(61), 12(64), 13(75), 13(75), 13(81), 14(69), 14(83), 14(81), 15(79), 15(84), 15(75), 16(67), 16(81), 16(87), 17(67), 17(62), 17(68), 18(60), 18(69), 19(63), 19(99), 20(93), 20(58), 21(54), 21(76), 22(63), 22(55), 23(64), 23(49)
Daily Avg: 68.0, Peak: 10(93)","Friday late morning captures users during pre-lunch browsing, with a commanding 83/100 engagement score.
Traceback:
- Peak: 10:00 (93), +37% vs daily avg (68.0)
- vs Afternoon 12:00 - 15:00 (avg 74.4): +12% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 74.4): +12% improvement
- vs Evening 18:00 - 21:00 (avg 73.7): +13% improvement"
"Day: Saturday, Time: 09:00 - 12:00, Score: 68
Hourly: 01(62), 01(47), 02(49), 02(50), 03(40), 03(42), 04(44), 04(47), 05(56), 05(58), 06(60), 06(65), 07(77), 07(61), 08(84), 08(52), 09(59), 09(79), 10(62), 10(77), 11(63), 11(70), 12(56), 12(60), 13(58), 13(56), 14(51), 14(61), 15(74), 15(53), 16(50), 16(68), 17(55), 17(57), 18(51), 18(53), 19(57), 19(60), 20(52), 20(57), 21(48), 21(59), 22(45), 22(62), 23(56), 23(44)
Daily Avg: 57.5, Peak: 09(79)","The 09:00 - 12:00 slot on Saturday delivers 68/100 engagement, reaching users during coffee break scrolling.
Traceback:
- Peak: 09:00 (79), +37% vs daily avg (57.5)
- vs Morning 06:00 - 09:00 (avg 66.5): +3% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 59.5): +15% improvement
- vs Afternoon 12:00 - 15:00 (avg 57.0): +20% improvement"
"Day: Sunday, Time: 09:00 - 12:00, Score: 69
Hourly: 01(38), 01(38), 02(39), 02(38), 03(40), 03(33), 04(39), 04(42), 05(42), 05(52), 06(59), 06(70), 07(63), 07(47), 08(56), 08(52), 09(55), 09(83), 10(64), 10(74), 11(67), 11(73), 12(59), 12(62), 13(54), 13(58), 14(57), 14(61), 15(70), 15(56), 16(59), 16(66), 17(56), 17(52), 18(60), 18(54), 19(58), 19(63), 20(55), 20(67), 21(51), 21(61), 22(53), 22(61), 23(44), 23(48)
Daily Avg: 55.4, Peak: 09(83)","The 09:00 - 12:00 slot on Sunday delivers 69/100 engagement, reaching users during mid-morning work breaks.
Traceback:
- Peak: 09:00 (83), +50% vs daily avg (55.4)
- vs Late Afternoon 15:00 - 18:00 (avg 59.8): +16% improvement
- vs Evening 18:00 - 21:00 (avg 59.5): +16% improvement
- vs Afternoon 12:00 - 15:00 (avg 58.5): +18% improvement"
"Day: Monday, Time: 09:00 - 12:00, Score: 84
Hourly: 01(25), 01(22), 02(20), 02(22), 03(24), 03(18), 04(25), 04(23), 05(31), 05(28), 06(36), 06(30), 07(42), 07(33), 08(58), 08(49), 09(100), 09(91), 10(77), 10(89), 11(71), 11(78), 12(63), 12(61), 12(63), 13(61), 13(70), 14(69), 14(73), 15(76), 15(81), 16(74), 16(64), 17(52), 17(48), 18(44), 18(41), 19(44), 19(39), 20(36), 20(40), 21(40), 21(39), 22(41), 22(41), 23(35), 23(35)
Daily Avg: 49.4, Peak: 09(100)","The 09:00 - 12:00 slot on Monday delivers 84/100 engagement, reaching users during pre-lunch browsing.
Traceback:
- Peak: 09:00 (100), +102% vs daily avg (49.4)
- vs Late Afternoon 15:00 - 18:00 (avg 65.8): +28% improvement
- vs Afternoon 12:00 - 15:00 (avg 65.7): +28% improvement
- vs Morning 06:00 - 09:00 (avg 41.3): +104% improvement"
"Day: Tuesday, Time: 09:00 - 12:00, Score: 76
Hourly: 01(28), 01(28), 02(27), 02(27), 03(26), 03(26), 03(24), 04(28), 04(29), 04(32), 05(38), 05(39), 05(41), 06(45), 06(36), 06(44), 07(39), 07(45), 07(46), 08(49), 08(56), 08(61), 09(91), 09(89), 09(75), 10(70), 10(86), 10(73), 11(56), 11(79), 11(68), 12(47), 12(57), 12(61), 13(51), 13(61), 13(66), 14(77), 14(53), 14(68), 15(56), 15(81), 15(68), 16(69), 16(62), 16(50), 17(53), 17(51), 17(39), 18(46), 18(42), 18(34), 19(47), 19(30), 19(42), 20(31), 20(45), 20(41), 21(46), 21(32), 21(43), 22(39), 22(47), 22(29), 23(35), 23(42), 23(26)
Daily Avg: 48.8, Peak: 09(91)","The 09:00 - 12:00 slot on Tuesday delivers 76/100 engagement, reaching users during pre-lunch browsing.
Traceback:
- Peak: 09:00 (91), +86% vs daily avg (48.8)
- vs Afternoon 12:00 - 15:00 (avg 60.1): +27% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 58.8): +30% improvement
- vs Morning 06:00 - 09:00 (avg 46.8): +63% improvement"
"Day: Wednesday, Time: 09:00 - 12:00, Score: 74
Hourly: 01(31), 01(23), 01(37), 02(30), 02(21), 02(34), 03(27), 03(20), 03(32), 04(22), 04(41), 04(31), 05(49), 05(40), 05(27), 06(51), 06(43), 06(30), 07(55), 07(31), 07(52), 08(38), 08(59), 08(60), 09(55), 09(100), 09(95), 10(36), 10(90), 10(98), 11(30), 11(79), 11(84), 12(27), 12(70), 12(64), 13(79), 13(65), 13(28), 14(81), 14(71), 14(26), 15(75), 15(26), 15(87), 16(26), 16(72), 16(76), 17(24), 17(53), 17(52), 18(25), 18(47), 18(46), 19(46), 19(45), 19(24), 20(44), 20(47), 20(23), 21(43), 21(47), 21(23), 22(40), 22(50), 22(23), 23(38), 23(44), 23(19)
Daily Avg: 46.8, Peak: 09(100)","Wednesday late morning captures users during coffee break scrolling, with a commanding 74/100 engagement score.
Traceback:
- Peak: 09:00 (100), +114% vs daily avg (46.8)
- vs Afternoon 12:00 - 15:00 (avg 56.8): +30% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 54.6): +36% improvement
- vs Morning 06:00 - 09:00 (avg 46.6): +59% improvement"
"Day: Thursday, Time: 09:00 - 12:00, Score: 66
Hourly: 01(28), 01(17), 01(36), 02(27), 02(17), 02(31), 03(28), 03(16), 03(28), 04(17), 04(31), 04(32), 05(38), 05(39), 05(24), 06(50), 06(44), 06(26), 07(49), 07(23), 07(41), 08(24), 08(57), 08(59), 09(28), 09(96), 09(98), 10(26), 10(82), 10(89), 11(25), 11(72), 11(78), 12(24), 12(65), 12(58), 13(67), 13(62), 13(26), 14(74), 14(65), 14(26), 15(70), 15(28), 15(77), 16(26), 16(66), 16(62), 17(28), 17(51), 17(49), 18(30), 18(48), 18(46), 19(45), 19(39), 19(30), 20(43), 20(44), 20(30), 21(43), 21(48), 21(32), 22(41), 22(44), 22(31), 23(37), 23(41), 23(27)
Daily Avg: 43.5, Peak: 09(98)","Thursday late morning captures users during coffee break scrolling, with a commanding 66/100 engagement score.
Traceback:
- Peak: 09:00 (98), +125% vs daily avg (43.5)
- vs Afternoon 12:00 - 15:00 (avg 51.9): +27% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 50.8): +30% improvement
- vs Morning 06:00 - 09:00 (avg 41.4): +59% improvement"
"Day: Friday, Time: 09:00 - 12:00, Score: 81
Hourly: 01(31), 01(27), 01(33), 02(26), 02(29), 02(30), 03(25), 03(30), 03(27), 04(26), 04(25), 04(30), 05(32), 05(40), 05(41), 06(38), 06(41), 06(43), 07(45), 07(42), 07(42), 08(55), 08(57), 08(55), 09(86), 09(92), 09(82), 10(81), 10(78), 10(83), 11(72), 11(81), 11(72), 12(60), 12(57), 12(67), 13(78), 13(67), 13(66), 14(66), 14(66), 14(76), 15(78), 15(68), 15(80), 16(61), 16(61), 16(61), 17(51), 17(49), 17(45), 18(43), 18(43), 19(42), 19(39), 20(37), 20(38), 21(38), 21(38), 22(37), 22(36), 23(33), 23(35)
Daily Avg: 51.0, Peak: 09(92)","The 09:00 - 12:00 slot on Friday delivers 81/100 engagement, reaching users during pre-lunch browsing.
Traceback:
- Peak: 09:00 (92), +80% vs daily avg (51.0)
- vs Afternoon 12:00 - 15:00 (avg 67.0): +21% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 61.6): +31% improvement
- vs Morning 06:00 - 09:00 (avg 46.4): +74% improvement"
"Day: Saturday, Time: 06:00 - 09:00, Score: 35
Hourly: 01(35), 01(27), 02(29), 02(27), 03(27), 03(25), 04(27), 04(26), 05(34), 05(35), 06(39), 06(34), 07(37), 07(33), 08(35), 08(34), 09(34), 09(35), 10(32), 10(37), 11(32), 11(33), 12(30), 12(29), 13(31), 13(28), 14(28), 14(28), 15(30), 15(27), 16(26), 16(28), 17(26), 17(30), 18(29), 18(28), 19(28), 19(30), 20(29), 20(31), 21(30), 21(31), 22(32), 22(30), 23(26), 23(29)
Daily Avg: 30.5, Peak: 06(39)","Saturday's morning window (06:00 - 09:00) shows strong performance with 35/100, capturing audiences during breakfast-time scrolling.
Traceback:
- Peak: 06:00 (39), +28% vs daily avg (30.5)
- vs Late Morning 09:00 - 12:00 (avg 33.8): +4% improvement
- vs Night 21:00 - 00:00 (avg 29.7): +19% improvement
- vs Late Night 00:00 - 03:00 (avg 29.5): +20% improvement"
"Day: Sunday, Time: 09:00 - 12:00, Score: 30
Hourly: 01(27), 01(22), 02(25), 02(22), 03(22), 03(19), 04(23), 04(20), 05(29), 05(25), 06(28), 06(28), 07(29), 07(28), 08(29), 08(29), 09(30), 09(30), 10(31), 10(29), 11(29), 11(28), 12(27), 12(27), 13(29), 13(26), 14(27), 14(27), 15(29), 15(29), 16(30), 16(29), 17(31), 17(28), 18(27), 18(29), 19(31), 19(29), 20(30), 20(28), 21(30), 21(29), 22(31), 22(29), 23(24), 23(30)
Daily Avg: 27.6, Peak: 10(31)","Sunday late morning captures users during mid-morning work breaks, with a commanding 30/100 engagement score.
Traceback:
- Peak: 10:00 (31), +12% vs daily avg (27.6)
- vs Late Afternoon 15:00 - 18:00 (avg 29.3): +1% improvement
- vs Evening 18:00 - 21:00 (avg 29.0): +2% improvement
- vs Night 21:00 - 00:00 (avg 28.8): +2% improvement"
"Day: Monday, Time: 00:00 - 03:00, Score: 56
Hourly: 01(70), 01(39), 02(40), 02(73), 03(65), 03(35), 04(68), 04(38), 05(58), 05(31), 06(54), 06(31), 07(50), 07(33), 08(51), 08(32), 09(51), 09(32), 10(37), 10(54), 11(38), 11(54), 12(55), 12(39), 12(40), 13(46), 13(57), 14(49), 14(49), 15(43), 15(64), 16(46), 16(57), 17(42), 17(58), 18(41), 18(57), 19(48), 19(61), 20(55), 20(43), 21(38), 21(61), 22(72), 22(44), 23(50), 23(68)
Daily Avg: 49.3, Peak: 02(73)","Monday late night captures users during pre-sleep scrolling sessions, with a commanding 56/100 engagement score.
Traceback:
- Peak: 02:00 (73), +48% vs daily avg (49.3)
- vs Late Afternoon 15:00 - 18:00 (avg 51.7): +7% improvement
- vs Evening 18:00 - 21:00 (avg 50.8): +9% improvement"
"Day: Tuesday, Time: 21:00 - 00:00, Score: 65
Hourly: 01(61), 01(65), 02(52), 02(69), 03(59), 03(70), 03(79), 04(36), 04(56), 04(83), 05(37), 05(71), 05(64), 06(34), 06(66), 06(59), 07(54), 07(59), 07(43), 08(35), 08(63), 08(58), 09(41), 09(59), 09(59), 10(37), 10(54), 10(56), 11(37), 11(60), 11(58), 12(40), 12(57), 12(59), 13(56), 13(59), 13(37), 14(58), 14(54), 14(47), 15(63), 15(61), 15(48), 16(59), 16(40), 16(59), 17(59), 17(52), 17(64), 18(47), 18(59), 18(63), 19(40), 19(75), 19(67), 20(44), 20(67), 20(66), 21(66), 21(70), 21(44), 22(72), 22(62), 22(68), 23(80), 23(62), 23(65)
Daily Avg: 57.1, Peak: 23(80)","The 21:00 - 00:00 slot on Tuesday delivers 65/100 engagement, reaching users during evening entertainment time.
Traceback:
- Peak: 23:00 (80), +40% vs daily avg (57.1)
- vs Late Night 00:00 - 03:00 (avg 61.8): +6% improvement
- vs Early Morning 03:00 - 06:00 (avg 61.7): +6% improvement
- vs Evening 18:00 - 21:00 (avg 58.7): +11% improvement"
"Day: Wednesday, Time: 00:00 - 03:00, Score: 94
Hourly: 01(100), 01(85), 01(97), 02(99), 02(80), 02(100), 03(45), 03(72), 03(70), 04(54), 04(57), 04(44), 05(68), 05(32), 05(68), 06(57), 06(35), 06(59), 07(57), 07(59), 07(34), 08(67), 08(33), 08(53), 09(63), 09(37), 09(53), 10(61), 10(40), 10(53), 11(56), 11(33), 11(53), 12(67), 12(58), 12(40), 13(60), 13(38), 13(54), 14(57), 14(42), 14(65), 15(47), 15(58), 15(60), 16(66), 16(59), 16(45), 17(70), 17(59), 17(42), 18(61), 18(43), 18(53), 19(44), 19(53), 19(58), 20(46), 20(56), 20(57), 21(61), 21(56), 21(73), 22(57), 22(68), 22(65), 23(46), 23(62), 23(52)
Daily Avg: 57.6, Peak: 01(100)","Wednesday late night captures users during pre-sleep scrolling sessions, with a commanding 94/100 engagement score.
Traceback:
- Peak: 01:00 (100), +74% vs daily avg (57.6)
- vs Night 21:00 - 00:00 (avg 60.0): +56% improvement
- vs Early Morning 03:00 - 06:00 (avg 56.7): +65% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 56.2): +66% improvement"
"Day: Thursday, Time: 00:00 - 03:00, Score: 63
Hourly: 01(56), 01(55), 01(54), 02(80), 02(72), 02(63), 03(42), 03(65), 03(57), 04(74), 04(61), 04(41), 05(49), 05(53), 05(76), 06(42), 06(35), 06(57), 07(44), 07(47), 07(39), 08(61), 08(39), 08(44), 09(58), 09(38), 09(44), 10(60), 10(41), 10(53), 11(64), 11(43), 11(52), 12(60), 12(47), 12(41), 13(45), 13(45), 13(55), 14(50), 14(44), 14(60), 15(46), 15(60), 15(54), 16(61), 16(56), 16(51), 17(66), 17(50), 17(47), 18(66), 18(45), 18(50), 19(46), 19(46), 19(66), 20(47), 20(49), 20(65), 21(61), 21(53), 21(63), 22(52), 22(51), 22(71), 23(45), 23(54), 23(68)
Daily Avg: 53.6, Peak: 02(80)","Thursday's late night window (00:00 - 03:00) shows strong performance with 63/100, capturing audiences during quiet nighttime engagement.
Traceback:
- Peak: 02:00 (80), +49% vs daily avg (53.6)
- vs Early Morning 03:00 - 06:00 (avg 57.6): +10% improvement
- vs Night 21:00 - 00:00 (avg 57.6): +10% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 54.6): +16% improvement"
"Day: Friday, Time: 00:00 - 03:00, Score: 63
Hourly: 01(51), 01(75), 01(59), 02(69), 02(54), 02(68), 03(81), 03(82), 03(38), 04(41), 04(63), 04(58), 05(66), 05(44), 05(45), 06(59), 06(46), 06(47), 07(42), 07(53), 07(39), 08(40), 08(65), 08(38), 09(40), 09(36), 09(59), 10(49), 10(69), 10(39), 11(36), 11(48), 11(67), 12(42), 12(56), 12(48), 13(46), 13(42), 13(66), 14(42), 14(63), 14(50), 15(56), 15(43), 15(47), 16(69), 16(48), 16(47), 17(46), 17(42), 17(53), 18(47), 18(48), 19(55), 19(48), 20(42), 20(70), 21(58), 21(46), 22(67), 22(49), 23(59), 23(54)
Daily Avg: 52.6, Peak: 01(75)","Friday late night captures users during late-night browsing, with a commanding 63/100 engagement score.
Traceback:
- Peak: 01:00 (75), +43% vs daily avg (52.6)
- vs Early Morning 03:00 - 06:00 (avg 57.6): +9% improvement
- vs Night 21:00 - 00:00 (avg 55.5): +13% improvement
- vs Evening 18:00 - 21:00 (avg 51.7): +21% improvement"
"Day: Saturday, Time: 00:00 - 03:00, Score: 64
Hourly: 01(54), 01(78), 02(47), 02(78), 03(50), 03(75), 04(39), 04(66), 05(41), 05(72), 06(39), 06(64), 07(35), 07(58), 08(39), 08(51), 09(55), 09(39), 10(60), 10(46), 11(56), 11(42), 12(48), 12(37), 13(56), 13(36), 14(50), 14(36), 15(40), 15(49), 16(51), 16(45), 17(48), 17(38), 18(37), 18(54), 19(57), 19(38), 20(55), 20(39), 21(56), 21(47), 22(52), 22(46), 23(45), 23(49)
Daily Avg: 49.8, Peak: 01(78)","Saturday's late night window (00:00 - 03:00) shows strong performance with 64/100, capturing audiences during quiet nighttime engagement.
Traceback:
- Peak: 01:00 (78), +57% vs daily avg (49.8)
- vs Early Morning 03:00 - 06:00 (avg 57.2): +12% improvement
- vs Late Morning 09:00 - 12:00 (avg 49.7): +29% improvement
- vs Night 21:00 - 00:00 (avg 49.2): +30% improvement"
"Day: Sunday, Time: 21:00 - 00:00, Score: 54
Hourly: 01(40), 01(65), 02(38), 02(66), 03(31), 03(66), 04(39), 04(68), 05(41), 05(61), 06(30), 06(62), 07(31), 07(61), 08(34), 08(56), 09(65), 09(39), 10(58), 10(35), 11(58), 11(37), 12(67), 12(41), 13(57), 13(34), 14(52), 14(46), 15(46), 15(56), 16(59), 16(39), 17(57), 17(48), 18(37), 18(65), 19(52), 19(37), 20(54), 20(41), 21(63), 21(45), 22(61), 22(53), 23(37), 23(63)
Daily Avg: 49.8, Peak: 21(63)","Sunday night captures users during nighttime wind-down scrolling, with a commanding 54/100 engagement score.
Traceback:
- Peak: 21:00 (63), +27% vs daily avg (49.8)
- vs Late Night 00:00 - 03:00 (avg 52.2): +3% improvement
- vs Early Morning 03:00 - 06:00 (avg 51.0): +5% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 50.8): +6% improvement"
"Day: Monday, Time: 09:00 - 12:00, Score: 89
Hourly: 01(79), 01(69), 02(70), 02(76), 03(79), 03(55), 04(55), 04(71), 05(74), 05(64), 06(77), 06(69), 07(89), 07(62), 08(83), 08(75), 09(97), 09(85), 10(78), 10(98), 11(84), 11(94), 12(76), 12(76), 13(88), 13(79), 14(95), 14(86), 15(96), 15(86), 16(82), 16(100), 17(80), 17(92), 18(75), 18(80), 19(75), 19(83), 20(90), 20(76), 21(69), 21(88), 22(87), 22(83), 23(74), 23(85)
Daily Avg: 80.1, Peak: 10(98)","The 09:00 - 12:00 slot on Monday delivers 89/100 engagement, reaching users during coffee break scrolling.
Traceback:
- Peak: 10:00 (98), +22% vs daily avg (80.1)
- vs Afternoon 12:00 - 15:00 (avg 83.3): +7% improvement
- vs Night 21:00 - 00:00 (avg 81.0): +10% improvement"
"Day: Tuesday, Time: 09:00 - 12:00, Score: 87
Hourly: 01(75), 01(90), 02(71), 02(80), 03(87), 03(79), 03(68), 04(97), 04(79), 04(66), 05(63), 05(87), 05(86), 06(78), 06(74), 06(72), 07(74), 07(68), 07(69), 08(78), 08(80), 08(82), 09(95), 09(87), 09(84), 10(93), 10(86), 10(86), 11(85), 11(94), 11(77), 12(74), 12(90), 12(78), 13(81), 13(83), 14(81), 14(76), 15(81), 15(90), 16(84), 16(92), 17(76), 17(78), 18(80), 18(77), 19(77), 19(75), 20(83), 20(70), 21(73), 21(87), 22(78), 22(78), 23(70), 23(75)
Daily Avg: 79.9, Peak: 09(95)","The 09:00 - 12:00 slot on Tuesday delivers 87/100 engagement, reaching users during pre-lunch browsing.
Traceback:
- Peak: 09:00 (95), +19% vs daily avg (79.9)
- vs Late Afternoon 15:00 - 18:00 (avg 83.5): +5% improvement
- vs Afternoon 12:00 - 15:00 (avg 80.4): +9% improvement
- vs Early Morning 03:00 - 06:00 (avg 79.1): +10% improvement"
"Day: Wednesday, Time: 00:00 - 03:00, Score: 84
Hourly: 01(86), 01(86), 02(86), 02(77), 03(76), 03(75), 04(72), 04(57), 05(62), 05(76), 06(66), 06(73), 07(66), 07(64), 08(84), 08(76), 09(77), 09(90), 10(68), 10(100), 11(76), 11(88), 12(71), 12(79), 13(70), 13(84), 14(72), 14(79), 15(86), 15(71), 16(72), 16(85), 17(71), 17(80), 18(72), 18(71), 19(66), 19(80), 20(65), 20(75), 21(65), 21(85), 22(59), 22(91), 23(77), 23(55)
Daily Avg: 75.3, Peak: 01(86)","Wednesday late night captures users during quiet nighttime engagement, with a commanding 84/100 engagement score.
Traceback:
- Peak: 01:00 (86), +14% vs daily avg (75.3)
- vs Late Morning 09:00 - 12:00 (avg 83.2): +1% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 77.5): +8% improvement
- vs Afternoon 12:00 - 15:00 (avg 75.8): +11% improvement"
"Day: Thursday, Time: 21:00 - 00:00, Score: 80
Hourly: 01(85), 01(63), 02(72), 02(60), 03(76), 03(62), 04(92), 04(66), 05(72), 05(77), 06(71), 06(77), 07(65), 07(69), 08(79), 08(63), 09(65), 09(87), 10(67), 10(83), 11(70), 11(94), 12(61), 12(77), 13(68), 13(87), 14(65), 14(80), 15(99), 15(67), 16(73), 16(81), 17(74), 17(77), 18(73), 18(66), 19(64), 19(74), 20(69), 20(87), 21(73), 21(89), 22(70), 22(84), 23(94), 23(68)
Daily Avg: 74.7, Peak: 23(94)","The 21:00 - 00:00 slot on Thursday delivers 80/100 engagement, reaching users during pre-sleep content consumption.
Traceback:
- Peak: 23:00 (94), +26% vs daily avg (74.7)
- vs Late Afternoon 15:00 - 18:00 (avg 78.5): +2% improvement
- vs Late Morning 09:00 - 12:00 (avg 77.7): +3% improvement
- vs Early Morning 03:00 - 06:00 (avg 74.2): +7% improvement"
"Day: Friday, Time: 15:00 - 18:00, Score: 86
Hourly: 01(79), 01(74), 02(89), 02(68), 03(73), 03(90), 04(55), 04(65), 05(83), 05(92), 06(75), 06(77), 07(70), 07(72), 08(74), 08(85), 09(82), 09(89), 10(91), 10(83), 11(81), 11(76), 12(78), 12(74), 13(84), 13(89), 14(84), 14(92), 15(95), 15(87), 16(79), 16(91), 17(83), 17(84), 18(81), 18(75), 19(80), 19(85), 20(77), 20(77), 21(83), 21(90), 22(79), 22(79), 23(83), 23(83)
Daily Avg: 80.8, Peak: 15(95)","The 15:00 - 18:00 slot on Friday delivers 86/100 engagement, reaching users during afternoon break scrolling.
Traceback:
- Peak: 15:00 (95), +18% vs daily avg (80.8)
- vs Late Morning 09:00 - 12:00 (avg 83.7): +3% improvement
- vs Afternoon 12:00 - 15:00 (avg 83.5): +4% improvement
- vs Night 21:00 - 00:00 (avg 82.8): +4% improvement"
